transaction_id,Transaction_Date,Amount,Transaction_Type
1313,2024-02-26 01:21:22.850057,454.64,Deposit
1314,2024-02-03 22:53:46.714663,950.12,Transfer
1315,2024-01-12 14:38:18.289568,551.12,Withdrawal
1316,2024-01-07 21:04:11.923634,474.93,Deposit
1317,2024-03-24 12:25:33.533521,29.52,Transfer
1318,2024-04-03 21:04:28.598489,734.95,Transfer
1319,2024-04-20 17:25:38.930221,732.28,Transfer
1320,2024-03-02 00:35:48.419160,835.01,Withdrawal
1321,2024-04-14 22:53:01.563417,716.62,Transfer
1322,2024-02-19 15:26:30.486688,80.36,Transfer
1323,2024-01-24 04:33:37.909249,597.35,Transfer
1324,2024-04-19 17:29:08.926785,148.3,Withdrawal
1325,2024-04-15 09:26:53.680180,506.75,Withdrawal
1326,2024-01-07 03:51:24.198324,660.16,Withdrawal
1327,2024-01-20 20:39:46.946348,604.01,Transfer
1328,2024-03-18 08:31:37.849542,199.33,Withdrawal
1329,2024-03-26 00:19:34.158952,167.26,Deposit
1330,2024-03-26 09:44:30.806918,243.25,Withdrawal
1331,2024-03-26 08:59:55.393879,412.22,Deposit
1332,2024-03-30 09:12:36.701109,972.71,Transfer
1333,2024-01-03 22:00:27.240504,467.34,Deposit
1334,2024-01-28 20:26:46.543760,218.16,Deposit
1335,2024-03-27 01:00:52.600296,922.52,Withdrawal
1336,2024-02-02 14:15:05.687672,129.39,Deposit
1337,2024-03-14 07:41:48.160776,339.57,Withdrawal
1338,2024-04-04 03:46:34.408628,708.29,Withdrawal
1339,2024-04-23 22:18:22.275228,419.08,Withdrawal
1340,2024-03-13 06:00:20.285531,42.61,Transfer
1341,2024-01-17 03:05:51.732493,59.79,Withdrawal
1342,2024-03-14 21:47:10.112528,340.86,Transfer
1343,2024-02-27 15:52:06.061234,730.38,Withdrawal
1344,2024-03-25 02:13:13.869323,698.44,Withdrawal
1345,2024-02-13 07:45:10.368852,235.58,Transfer
1346,2024-02-09 12:45:37.075865,168.34,Deposit
1347,2024-01-26 06:01:59.310245,191.76,Deposit
1348,2024-03-05 03:45:13.170324,951.71,Withdrawal
1349,2024-02-20 21:26:28.405819,898.93,Transfer
1350,2024-04-10 03:21:39.653435,669.4,Deposit
1351,2024-02-22 20:26:36.333177,533.84,Transfer
1352,2024-02-10 05:08:25.866598,532.34,Transfer
1353,2024-03-09 22:26:37.073000,538.82,Deposit
1354,2024-02-08 16:48:14.246854,560.59,Deposit
1355,2024-02-11 08:01:25.809416,701.71,Withdrawal
1356,2024-03-26 12:06:59.032653,668.83,Transfer
1357,2024-03-24 15:08:53.900211,503.86,Withdrawal
1358,2024-01-09 17:20:25.804811,293.14,Deposit
1359,2024-04-09 17:38:39.033989,939.69,Transfer
1360,2024-01-07 12:15:28.516994,203.01,Withdrawal
1361,2024-01-23 14:20:18.802616,635.46,Transfer
1362,2024-02-29 03:43:08.200670,446.52,Deposit
1363,2024-03-14 00:32:00.032323,58.23,Withdrawal
1364,2024-03-09 22:33:21.611357,635.59,Deposit
1365,2024-04-04 13:34:03.450905,86.75,Withdrawal
1366,2024-01-12 05:36:59.852716,642.48,Deposit
1367,2024-03-26 07:47:56.516080,839.77,Deposit
1368,2024-01-24 16:38:41.695982,896.44,Withdrawal
1369,2024-01-10 04:53:39.534472,323.29,Withdrawal
1370,2024-02-25 21:34:21.535978,333.39,Deposit
1371,2024-03-31 08:40:17.224894,343.0,Withdrawal
1372,2024-04-28 13:00:24.308408,85.29,Deposit
1373,2024-03-02 08:56:20.510194,216.94,Transfer
1374,2024-04-23 13:58:19.651834,78.26,Transfer
1375,2024-04-11 18:07:23.333497,503.68,Withdrawal
1376,2024-02-25 22:41:04.064843,388.0,Deposit
1377,2024-01-14 15:52:50.718426,437.84,Withdrawal
1378,2024-01-04 14:42:31.248608,256.76,Deposit
1379,2024-01-16 20:20:15.527598,595.82,Transfer
1380,2024-01-04 01:58:58.798913,81.82,Withdrawal
1381,2024-01-10 11:56:26.822122,429.28,Deposit
1382,2024-02-14 23:08:17.382811,749.06,Transfer
1383,2024-04-01 08:03:59.204415,683.25,Withdrawal
1384,2024-03-03 10:31:13.920489,348.22,Withdrawal
1385,2024-01-23 22:28:59.707936,562.46,Transfer
1386,2024-02-08 14:57:19.061053,815.57,Transfer
1387,2024-02-15 22:27:42.420189,233.96,Withdrawal
1388,2024-01-22 21:49:41.123468,474.09,Deposit
1389,2024-01-01 00:48:44.354818,858.38,Transfer
1390,2024-04-05 17:15:25.147490,391.09,Deposit
1391,2024-01-17 01:44:17.708432,367.61,Withdrawal
1392,2024-02-26 07:02:15.115884,461.52,Deposit
1393,2024-03-07 18:17:01.808118,419.52,Transfer
1394,2024-02-24 13:27:12.523971,567.1,Transfer
1395,2024-03-28 20:28:23.632530,709.96,Transfer
1396,2024-04-13 22:00:46.353831,40.38,Withdrawal
1397,2024-04-04 22:35:41.985616,402.06,Withdrawal
1398,2024-02-20 07:12:19.013747,593.06,Withdrawal
1399,2024-02-13 10:32:51.114377,538.46,Deposit
1400,2024-02-25 08:59:12.633810,770.88,Deposit
1401,2024-01-24 04:09:05.329075,113.59,Deposit
1402,2024-02-11 17:56:25.355001,861.22,Deposit
1403,2024-01-24 22:39:39.405884,843.13,Transfer
1404,2024-01-25 18:16:13.540316,637.3,Transfer
1405,2024-01-28 16:00:01.094612,498.36,Transfer
1406,2024-04-03 18:02:40.708747,384.29,Withdrawal
1407,2024-01-05 12:42:05.938933,767.86,Withdrawal
1408,2024-03-07 05:32:14.862493,481.56,Deposit
1409,2024-04-01 02:12:52.698117,705.52,Deposit
1410,2024-01-31 00:38:22.404906,725.24,Transfer
1411,2024-03-05 16:54:41.174424,959.0,Withdrawal
1412,2024-04-07 15:06:33.699196,99.37,Transfer
1413,2024-03-29 06:17:19.878706,888.94,Deposit
1414,2024-02-27 01:33:51.145215,588.37,Withdrawal
1415,2024-01-28 23:38:43.588664,548.93,Deposit
1416,2024-01-03 22:18:42.675907,318.48,Deposit
1417,2024-04-26 15:37:52.996196,984.89,Deposit
1418,2024-01-06 17:34:01.796616,749.98,Transfer
1419,2024-03-19 06:36:14.523236,758.39,Transfer
1420,2024-02-15 21:17:22.181186,179.0,Transfer
1421,2024-01-17 10:42:59.106232,790.44,Deposit
1422,2024-01-09 06:26:53.657330,644.16,Deposit
1423,2024-01-25 00:00:09.641582,68.76,Deposit
1424,2024-02-11 17:55:44.876645,484.07,Withdrawal
1425,2024-01-17 03:31:45.850932,528.01,Withdrawal
1426,2024-04-24 10:07:25.188988,526.7,Transfer
1427,2024-03-01 04:45:56.929425,580.16,Withdrawal
1428,2024-01-28 11:36:14.776861,923.29,Transfer
1429,2024-04-10 17:40:45.126040,393.33,Transfer
1430,2024-01-22 08:20:23.016657,174.58,Withdrawal
1431,2024-01-02 19:15:04.593049,222.36,Withdrawal
1432,2024-02-08 12:18:35.558220,776.48,Deposit
1433,2024-02-12 13:14:20.820235,897.17,Withdrawal
1434,2024-04-03 10:11:57.870501,56.27,Deposit
1435,2024-03-12 18:03:13.050869,999.59,Withdrawal
1436,2024-03-05 02:16:53.119357,325.38,Withdrawal
1437,2024-02-12 22:31:28.431407,245.18,Deposit
1438,2024-02-08 13:28:42.461795,978.06,Withdrawal
1439,2024-04-10 18:11:28.094280,303.65,Withdrawal
1440,2024-03-12 11:43:57.847997,593.43,Transfer
1441,2024-03-16 11:42:10.763396,772.32,Deposit
1442,2024-03-27 13:51:28.561141,253.8,Withdrawal
1443,2024-02-11 18:39:48.516534,51.38,Deposit
1444,2024-02-07 17:19:58.783222,780.11,Deposit
1445,2024-04-07 05:52:26.288910,61.06,Withdrawal
1446,2024-04-02 00:37:48.579769,396.84,Withdrawal
1447,2024-04-12 06:14:31.087831,796.36,Deposit
1448,2024-03-18 13:29:18.059096,508.95,Deposit
1449,2024-02-11 05:21:59.992757,186.0,Transfer
1450,2024-01-13 10:26:12.468307,169.39,Deposit
1451,2024-01-30 01:31:23.392304,625.07,Deposit
1452,2024-02-18 09:46:50.471562,302.32,Transfer
1453,2024-03-11 09:01:47.947685,271.04,Withdrawal
1454,2024-03-08 10:33:46.413029,586.61,Withdrawal
1455,2024-02-20 14:33:55.907743,580.47,Transfer
1456,2024-01-08 14:44:38.900262,993.73,Transfer
1457,2024-01-19 03:43:01.448797,96.51,Withdrawal
1458,2024-01-30 17:58:08.140522,667.16,Deposit
1459,2024-02-11 10:01:06.014392,123.82,Deposit
1460,2024-03-20 09:47:34.434329,855.67,Withdrawal
1461,2024-02-03 20:04:32.746768,399.11,Transfer
1462,2024-01-25 20:52:43.452331,930.93,Transfer
1463,2024-02-05 11:15:56.146773,751.67,Deposit
1464,2024-03-17 22:37:45.918413,743.49,Withdrawal
1465,2024-01-04 11:39:35.901702,305.22,Transfer
1466,2024-04-04 00:29:13.010288,397.18,Transfer
1467,2024-04-19 02:10:52.100091,478.19,Transfer
1468,2024-03-03 12:37:07.054484,363.25,Deposit
1469,2024-01-01 04:42:44.872802,491.62,Withdrawal
1470,2024-01-10 08:13:20.340036,206.65,Withdrawal
1471,2024-03-06 12:06:49.351274,326.3,Transfer
1472,2024-04-13 20:29:43.235631,753.86,Withdrawal
1473,2024-02-08 06:45:48.011599,73.87,Withdrawal
1474,2024-02-04 15:49:02.118037,338.79,Withdrawal
1475,2024-03-27 08:08:12.196220,309.89,Deposit
1476,2024-03-26 21:43:55.929295,29.94,Withdrawal
1477,2024-04-09 12:40:26.972275,461.1,Transfer
1478,2024-01-28 08:08:34.182564,165.51,Transfer
1479,2024-04-06 11:35:36.506547,77.01,Withdrawal
1480,2024-03-03 07:38:57.806239,370.92,Transfer
1481,2024-04-04 08:42:01.480445,783.57,Deposit
1482,2024-01-21 02:24:54.826251,223.59,Withdrawal
1483,2024-04-08 23:33:13.876263,297.7,Deposit
1484,2024-01-31 14:41:34.756115,95.13,Transfer
1485,2024-02-18 04:29:03.256211,927.58,Withdrawal
1486,2024-03-19 14:54:37.077582,489.67,Transfer
1487,2024-02-26 14:41:44.491409,888.66,Withdrawal
1488,2024-04-09 18:42:59.862199,116.92,Withdrawal
1489,2024-01-10 16:49:26.289274,98.66,Withdrawal
1490,2024-01-14 23:02:43.105167,603.6,Withdrawal
1491,2024-01-11 13:02:46.701350,931.6,Transfer
1492,2024-02-19 18:44:21.369977,151.94,Withdrawal
1493,2024-03-12 18:15:27.638134,650.76,Transfer
1494,2024-03-19 07:24:15.625555,444.58,Withdrawal
1495,2024-04-19 03:33:05.651879,165.41,Transfer
1496,2024-02-07 15:12:49.191530,348.13,Withdrawal
1497,2024-02-22 12:05:57.608221,243.32,Withdrawal
1498,2024-04-08 02:20:40.498077,943.34,Deposit
1499,2024-01-12 17:41:58.641952,401.7,Withdrawal
1500,2024-03-22 11:07:48.656999,35.9,Deposit
1501,2024-02-14 22:34:20.708189,890.86,Deposit
1502,2024-02-16 14:07:00.944660,789.54,Withdrawal
1503,2024-01-29 19:26:39.588630,251.57,Withdrawal
1504,2024-01-17 14:05:56.875118,839.5,Deposit
1505,2024-01-01 20:14:58.617855,15.62,Withdrawal
1506,2024-01-16 20:04:01.634014,63.78,Withdrawal
1507,2024-01-14 23:17:01.471496,171.58,Deposit
1508,2024-02-09 11:02:45.910436,318.64,Withdrawal
1509,2024-02-24 18:55:49.053391,200.14,Deposit
1510,2024-02-19 17:07:03.092958,965.16,Withdrawal
1511,2024-01-15 03:25:01.867338,213.72,Transfer
1512,2024-01-10 08:39:27.415328,798.63,Withdrawal
1513,2024-02-27 00:39:08.813090,754.54,Withdrawal
1514,2024-04-03 12:21:55.332013,602.64,Transfer
1515,2024-04-27 23:49:54.368938,59.13,Deposit
1516,2024-02-15 23:31:28.179565,996.92,Transfer
1517,2024-04-06 13:18:07.111211,523.91,Withdrawal
1518,2024-01-29 14:10:15.959872,725.21,Deposit
1519,2024-02-23 12:45:43.623376,864.88,Transfer
1520,2024-02-01 09:00:22.882580,94.22,Withdrawal
1521,2024-02-21 00:26:08.976985,189.55,Deposit
1522,2024-02-04 05:12:44.205691,621.79,Deposit
1523,2024-02-09 15:17:14.002679,544.91,Deposit
1524,2024-01-22 06:30:42.426481,328.69,Transfer
1525,2024-02-17 01:54:52.612016,520.29,Transfer
1526,2024-04-10 03:50:04.187863,721.45,Transfer
1527,2024-03-22 21:53:12.720302,812.64,Transfer
1528,2024-03-10 09:50:07.138897,945.57,Deposit
1529,2024-01-16 17:43:12.188328,21.06,Transfer
1530,2024-04-29 04:29:02.339218,267.7,Transfer
1531,2024-02-19 01:54:26.114383,627.04,Withdrawal
1532,2024-04-09 08:50:28.844018,98.29,Transfer
1533,2024-03-20 09:36:50.923722,486.22,Withdrawal
1534,2024-04-12 23:00:22.893061,285.28,Transfer
1535,2024-02-05 09:50:19.625166,934.2,Transfer
1536,2024-03-26 07:51:15.521966,883.15,Transfer
1537,2024-04-07 10:35:36.385755,120.4,Deposit
1538,2024-03-29 15:13:17.326465,122.09,Withdrawal
1539,2024-03-16 11:31:11.644738,787.25,Withdrawal
1540,2024-02-07 07:33:53.504521,327.5,Withdrawal
1541,2024-04-17 08:45:16.267328,36.12,Transfer
1542,2024-03-20 11:34:52.251862,438.03,Deposit
1543,2024-03-23 17:47:21.142153,610.37,Withdrawal
1544,2024-04-18 01:00:51.318305,760.31,Withdrawal
1545,2024-02-27 15:51:29.057724,915.69,Transfer
1546,2024-02-19 16:38:47.788644,363.67,Transfer
1547,2024-01-26 02:42:47.337465,815.88,Withdrawal
1548,2024-02-13 22:07:39.167662,880.89,Transfer
1549,2024-03-21 18:04:57.188170,320.36,Transfer
1550,2024-03-23 06:34:24.980490,533.82,Deposit
1551,2024-01-12 04:44:10.878383,987.23,Transfer
1552,2024-04-17 14:15:40.309653,106.73,Withdrawal
1553,2024-01-22 00:16:28.052532,856.62,Withdrawal
1554,2024-01-20 15:56:13.639347,67.54,Deposit
1555,2024-01-14 12:12:37.307759,866.27,Deposit
1556,2024-02-19 13:52:32.784110,947.78,Transfer
1557,2024-03-26 02:53:11.540553,498.75,Transfer
1558,2024-03-25 19:06:38.735142,301.86,Deposit
1559,2024-03-21 04:05:17.263283,329.22,Deposit
1560,2024-02-20 15:28:20.703783,439.13,Withdrawal
1561,2024-02-07 18:08:01.498289,799.62,Deposit
1562,2024-04-26 20:13:53.287654,324.86,Withdrawal
1563,2024-02-06 18:51:16.813403,622.64,Deposit
1564,2024-01-10 00:17:58.699282,757.12,Deposit
1565,2024-03-30 15:35:52.510052,888.71,Withdrawal
1566,2024-04-23 03:59:43.850754,374.65,Deposit
1567,2024-04-11 23:55:48.625922,332.25,Deposit
1568,2024-04-08 05:00:03.867980,216.18,Transfer
1569,2024-01-09 19:13:42.775372,224.11,Deposit
1570,2024-04-19 18:19:47.301722,444.55,Deposit
1571,2024-01-07 18:16:09.333595,902.12,Withdrawal
1572,2024-03-13 11:18:22.939358,917.74,Withdrawal
1573,2024-03-17 10:49:17.662555,209.23,Deposit
1574,2024-03-28 23:09:18.682415,935.16,Transfer
1575,2024-03-31 08:34:28.156059,329.3,Deposit
1576,2024-04-02 15:44:19.571752,750.22,Withdrawal
1577,2024-04-03 18:38:35.746301,532.23,Deposit
1578,2024-02-13 01:26:23.939191,147.53,Transfer
1579,2024-03-21 17:50:55.558781,53.23,Transfer
1580,2024-04-26 11:02:35.971598,652.69,Transfer
1581,2024-03-06 11:47:15.435008,41.14,Transfer
1582,2024-04-10 10:57:07.976998,48.36,Deposit
1583,2024-03-15 10:43:33.153719,65.93,Deposit
1584,2024-04-20 09:23:32.983959,413.07,Deposit
1585,2024-04-01 15:39:24.671756,24.73,Transfer
1586,2024-04-02 08:49:38.267877,740.38,Deposit
1587,2024-02-14 09:12:33.430522,530.05,Withdrawal
1588,2024-03-17 12:37:15.577842,456.18,Transfer
1589,2024-01-21 14:13:16.409215,291.34,Transfer
1590,2024-02-19 14:32:23.443995,694.86,Transfer
1591,2024-04-17 00:02:20.246429,933.32,Withdrawal
1592,2024-04-22 19:27:50.264348,608.22,Transfer
1593,2024-02-21 09:46:37.747884,532.03,Withdrawal
1594,2024-01-19 22:12:19.998574,578.39,Deposit
1595,2024-03-19 04:24:20.767481,888.93,Transfer
1596,2024-02-09 19:42:09.481787,732.88,Withdrawal
1597,2024-01-01 03:00:50.423520,860.65,Deposit
1598,2024-03-19 23:02:26.889096,16.28,Transfer
1599,2024-02-23 13:31:41.430783,98.75,Transfer
1600,2024-02-19 02:27:51.746371,11.0,Deposit
1601,2024-01-06 12:21:58.073735,794.35,Transfer
1602,2024-03-01 13:00:28.511943,173.27,Transfer
1603,2024-04-16 03:21:33.910491,580.42,Withdrawal
1604,2024-01-06 23:57:00.559791,226.8,Transfer
1605,2024-04-01 04:48:02.404460,22.09,Deposit
1606,2024-02-24 07:59:58.570622,27.59,Deposit
1607,2024-03-30 22:02:46.598643,642.3,Withdrawal
1608,2024-01-09 20:22:22.850821,74.26,Deposit
1609,2024-03-05 10:35:42.282192,81.89,Withdrawal
1610,2024-01-14 14:59:34.857125,262.4,Transfer
1611,2024-01-20 07:17:11.331720,425.15,Transfer
1612,2024-01-06 06:29:15.665263,64.32,Withdrawal
1613,2024-01-08 14:05:19.097392,871.39,Deposit
1614,2024-02-15 23:54:49.308141,51.25,Transfer
1615,2024-02-27 12:04:38.697117,925.62,Withdrawal
1616,2024-03-30 07:26:19.158360,658.17,Deposit
1617,2024-02-01 10:02:41.897919,773.89,Withdrawal
1618,2024-04-13 20:34:09.082113,207.68,Transfer
1619,2024-02-24 18:03:23.951875,913.79,Withdrawal
1620,2024-03-01 13:54:47.572126,108.47,Transfer
1621,2024-02-09 01:44:32.301525,993.64,Withdrawal
1622,2024-03-23 13:32:32.175721,126.07,Deposit
1623,2024-02-03 07:21:56.737434,532.55,Withdrawal
1624,2024-04-06 06:04:00.936447,834.2,Withdrawal
1625,2024-03-30 22:25:16.506326,236.4,Deposit
1626,2024-02-06 17:32:03.147748,448.7,Deposit
1627,2024-01-09 18:27:45.446540,208.61,Transfer
1628,2024-04-17 16:39:20.473091,868.58,Withdrawal
1629,2024-04-16 07:48:52.938431,853.13,Withdrawal
1630,2024-01-07 00:33:31.696917,352.32,Transfer
1631,2024-01-24 13:40:48.811240,974.14,Withdrawal
1632,2024-04-24 08:15:21.011036,445.29,Deposit
1633,2024-03-09 13:45:16.881730,254.85,Withdrawal
1634,2024-01-11 11:36:01.385978,952.7,Deposit
1635,2024-01-03 14:34:17.584242,796.35,Transfer
1636,2024-04-09 07:08:33.668256,763.62,Withdrawal
1637,2024-03-01 02:16:14.625342,813.74,Deposit
1638,2024-04-15 15:39:16.809197,354.87,Transfer
1639,2024-02-15 07:11:34.588650,567.56,Deposit
1640,2024-01-03 10:06:16.808251,199.28,Withdrawal
1641,2024-01-04 19:47:04.140162,447.02,Transfer
1642,2024-04-07 20:50:55.245387,450.78,Withdrawal
1643,2024-02-17 09:33:54.511994,640.72,Deposit
1644,2024-03-31 22:15:44.201381,753.54,Transfer
1645,2024-02-09 01:02:24.674163,911.79,Deposit
1646,2024-03-07 23:10:12.512097,449.79,Transfer
1647,2024-01-06 05:13:25.319638,250.54,Deposit
1648,2024-04-12 04:37:56.159415,706.72,Deposit
1649,2024-01-22 18:28:50.272285,927.4,Deposit
1650,2024-03-19 20:04:11.880891,410.62,Transfer
1651,2024-01-20 02:19:19.469295,912.87,Deposit
1652,2024-02-11 21:32:12.839064,913.86,Withdrawal
1653,2024-03-08 06:21:06.627344,325.64,Deposit
1654,2024-01-20 00:18:46.561472,75.3,Withdrawal
1655,2024-02-05 05:14:03.622094,124.64,Transfer
1656,2024-03-01 03:55:23.282076,300.42,Deposit
1657,2024-03-14 02:12:26.287374,592.5,Withdrawal
1658,2024-03-10 23:41:25.975440,867.91,Transfer
1659,2024-01-08 16:30:32.330842,610.14,Transfer
1660,2024-02-18 14:07:22.038272,987.03,Withdrawal
1661,2024-02-22 09:19:11.507660,828.94,Deposit
1662,2024-02-01 19:44:17.588844,539.59,Withdrawal
1663,2024-03-05 04:22:45.996799,101.07,Withdrawal
1664,2024-02-07 20:46:25.740522,427.17,Deposit
1665,2024-01-14 04:36:42.585716,849.37,Transfer
1666,2024-01-05 14:59:26.905835,877.79,Deposit
1667,2024-01-21 15:13:38.354150,806.28,Deposit
1668,2024-02-03 22:43:13.210953,287.64,Withdrawal
1669,2024-04-29 10:42:18.804328,28.27,Transfer
1670,2024-01-12 15:33:03.757700,163.98,Deposit
1671,2024-04-13 15:11:06.408766,956.28,Transfer
1672,2024-02-29 00:52:39.257986,820.77,Transfer
1673,2024-01-09 11:37:55.575326,787.36,Transfer
1674,2024-01-20 01:50:57.489220,834.25,Withdrawal
1675,2024-04-03 06:11:34.130935,55.19,Withdrawal
1676,2024-03-05 06:14:53.156246,578.42,Deposit
1677,2024-02-18 00:26:02.609254,281.84,Deposit
1678,2024-01-03 01:16:36.065842,166.75,Transfer
1679,2024-03-06 17:18:57.443121,985.64,Withdrawal
1680,2024-03-24 16:52:09.149153,722.79,Transfer
1681,2024-01-05 02:56:42.508291,770.53,Transfer
1682,2024-03-10 10:33:44.287132,271.1,Transfer
1683,2024-01-05 01:25:03.216131,821.99,Transfer
1684,2024-04-21 18:45:05.902458,999.25,Withdrawal
1685,2024-04-04 20:59:14.032309,433.45,Transfer
1686,2024-01-12 19:22:24.284542,660.02,Transfer
1687,2024-04-29 19:35:07.439635,159.44,Transfer
1688,2024-01-22 04:53:28.917130,552.07,Transfer
1689,2024-03-11 15:00:48.559223,503.79,Transfer
1690,2024-02-18 22:53:56.376297,527.27,Deposit
1691,2024-03-24 10:30:26.124017,399.42,Withdrawal
1692,2024-02-25 16:45:32.728898,466.76,Deposit
1693,2024-01-22 22:43:19.265348,669.83,Deposit
1694,2024-04-10 05:14:53.812207,116.8,Withdrawal
1695,2024-03-22 09:55:49.102450,23.87,Transfer
1696,2024-01-22 10:48:52.253023,643.56,Transfer
1697,2024-02-03 04:06:21.310183,461.5,Deposit
1698,2024-02-18 01:33:40.935711,384.68,Transfer
1699,2024-02-10 04:06:05.299243,224.49,Transfer
1700,2024-02-12 22:01:46.773427,460.98,Deposit
1701,2024-02-28 12:11:15.024096,630.07,Transfer
1702,2024-01-27 22:30:31.977075,361.94,Deposit
1703,2024-02-28 07:48:19.695904,11.42,Withdrawal
1704,2024-03-07 07:50:39.631429,783.29,Deposit
1705,2024-04-05 07:12:44.861028,46.58,Transfer
1706,2024-04-10 15:16:15.381759,931.45,Withdrawal
1707,2024-03-01 18:59:56.901216,54.51,Deposit
1708,2024-03-23 15:58:08.488908,487.56,Withdrawal
1709,2024-01-14 11:20:58.374874,619.84,Transfer
1710,2024-03-24 14:52:29.654660,231.12,Withdrawal
1711,2024-01-06 23:14:43.919775,677.16,Transfer
1712,2024-02-04 21:51:07.628711,754.97,Withdrawal
1713,2024-04-03 20:45:29.151432,179.34,Deposit
1714,2024-01-17 20:38:39.335331,600.96,Transfer
1715,2024-03-13 14:01:26.060074,970.79,Deposit
1716,2024-02-29 05:00:06.200819,671.86,Transfer
1717,2024-03-15 12:15:52.138244,766.2,Deposit
1718,2024-02-05 04:34:07.055830,247.46,Withdrawal
1719,2024-03-22 12:38:25.628236,866.69,Transfer
1720,2024-04-18 18:26:08.814267,846.68,Transfer
1721,2024-04-04 02:18:58.236653,32.14,Deposit
1722,2024-01-16 07:07:04.057572,125.41,Withdrawal
1723,2024-04-03 08:19:32.561506,49.35,Deposit
1724,2024-04-28 21:45:48.432255,710.62,Withdrawal
1725,2024-01-07 01:51:55.709148,390.93,Withdrawal
1726,2024-01-29 15:06:44.567750,579.53,Deposit
1727,2024-03-02 00:00:25.878038,789.89,Deposit
1728,2024-04-07 17:18:46.879570,875.24,Deposit
1729,2024-02-18 07:06:07.582083,463.49,Transfer
1730,2024-03-16 00:18:44.200356,978.53,Transfer
1731,2024-04-11 12:39:13.039194,248.36,Deposit
1732,2024-02-06 22:37:59.269503,444.93,Transfer
1733,2024-04-28 10:48:40.719985,787.99,Deposit
1734,2024-01-29 21:21:19.509910,688.45,Deposit
1735,2024-03-28 13:44:57.718274,194.91,Withdrawal
1736,2024-03-06 07:08:15.817610,324.42,Deposit
1737,2024-01-08 06:29:57.509708,942.08,Deposit
1738,2024-01-01 02:48:24.464513,666.59,Withdrawal
1739,2024-01-03 15:27:59.393842,391.49,Transfer
1740,2024-03-27 21:29:14.555192,18.5,Transfer
1741,2024-01-17 07:07:19.215371,801.99,Transfer
1742,2024-04-29 02:11:44.784622,218.39,Withdrawal
1743,2024-01-19 11:42:48.537124,339.08,Withdrawal
1744,2024-03-29 08:33:00.961033,848.6,Withdrawal
1745,2024-01-10 08:32:47.727898,747.41,Transfer
1746,2024-02-13 08:57:41.701347,362.14,Withdrawal
1747,2024-02-24 08:59:48.526703,416.51,Transfer
1748,2024-02-12 15:48:04.058168,657.39,Deposit
1749,2024-04-06 21:07:12.196513,932.07,Withdrawal
1750,2024-02-29 07:34:41.378988,629.75,Deposit
1751,2024-04-12 22:20:14.378556,867.13,Withdrawal
1752,2024-01-27 01:17:17.228836,79.73,Transfer
1753,2024-03-24 09:18:44.662205,598.88,Transfer
1754,2024-03-19 09:25:30.197430,77.28,Deposit
1755,2024-01-16 02:54:30.548857,532.22,Transfer
1756,2024-04-26 06:26:37.136449,927.95,Transfer
1757,2024-02-21 21:58:15.330772,423.97,Withdrawal
1758,2024-03-23 22:55:46.802805,623.97,Withdrawal
1759,2024-04-23 22:40:32.696216,391.24,Transfer
1760,2024-01-28 10:14:46.130068,899.6,Deposit
1761,2024-02-26 19:03:23.465164,406.56,Withdrawal
1762,2024-03-12 09:58:56.120391,725.27,Deposit
1763,2024-04-24 16:41:36.663164,936.36,Deposit
1764,2024-02-12 07:02:08.685611,541.41,Transfer
1765,2024-03-31 18:25:59.745139,858.92,Deposit
1766,2024-02-08 07:56:14.096465,890.81,Deposit
1767,2024-04-15 21:25:53.043206,476.51,Deposit
1768,2024-03-23 00:18:01.255580,442.58,Withdrawal
1769,2024-03-13 21:01:01.895673,868.87,Transfer
1770,2024-02-25 06:38:40.225036,147.02,Deposit
1771,2024-02-11 10:41:12.686091,725.88,Withdrawal
1772,2024-04-16 12:38:47.409812,204.07,Deposit
1773,2024-03-24 00:32:14.932239,990.13,Withdrawal
1774,2024-03-16 22:21:05.585873,965.58,Transfer
1775,2024-02-19 14:54:13.557898,171.35,Withdrawal
1776,2024-04-13 17:43:42.613933,628.23,Transfer
1777,2024-01-07 16:12:45.826122,830.16,Withdrawal
1778,2024-03-31 22:38:03.867118,805.74,Withdrawal
1779,2024-02-07 19:11:23.836081,685.2,Transfer
1780,2024-03-02 07:17:27.910784,70.63,Deposit
1781,2024-04-28 07:52:25.411783,394.13,Withdrawal
1782,2024-02-17 18:45:19.916136,394.35,Withdrawal
1783,2024-02-27 11:00:52.430438,170.19,Transfer
1784,2024-04-24 08:22:45.879208,379.39,Withdrawal
1785,2024-04-19 01:38:37.158111,621.05,Transfer
1786,2024-04-25 01:21:40.498501,287.82,Deposit
1787,2024-04-25 08:17:52.748457,433.15,Transfer
1788,2024-04-22 00:27:16.452821,703.57,Transfer
1789,2024-03-13 07:16:35.907220,150.97,Transfer
1790,2024-04-23 10:13:26.359346,49.27,Deposit
1791,2024-02-13 05:51:38.366519,635.81,Withdrawal
1792,2024-03-01 09:18:22.654410,530.82,Transfer
1793,2024-03-12 21:52:36.474435,856.41,Deposit
1794,2024-04-26 12:05:54.112728,490.08,Deposit
1795,2024-04-29 14:51:12.668293,726.94,Transfer
1796,2024-02-02 04:55:23.925004,911.3,Deposit
1797,2024-01-19 21:36:14.537617,152.34,Deposit
1798,2024-02-17 18:20:12.960195,224.82,Transfer
1799,2024-01-11 10:13:39.351644,632.89,Withdrawal
